num_spheres,width,height,run,time_ms,runtime
1,640,360,0,0.872028,gpu_buffer
1,640,360,1,0.864397,gpu_buffer
1,640,360,2,0.906848,gpu_buffer
1,640,360,3,0.898138,gpu_buffer
1,640,360,4,0.908328,gpu_buffer
1,640,360,5,0.900708,gpu_buffer
1,640,360,6,0.896838,gpu_buffer
1,640,360,7,0.907127,gpu_buffer
1,640,360,8,0.906238,gpu_buffer
1,640,360,9,0.896528,gpu_buffer
1,1280,720,0,2.09276,gpu_buffer
1,1280,720,1,2.10778,gpu_buffer
1,1280,720,2,2.11716,gpu_buffer
1,1280,720,3,2.09204,gpu_buffer
1,1280,720,4,2.11389,gpu_buffer
1,1280,720,5,2.10381,gpu_buffer
1,1280,720,6,2.11658,gpu_buffer
1,1280,720,7,2.12301,gpu_buffer
1,1280,720,8,2.10595,gpu_buffer
1,1280,720,9,2.09825,gpu_buffer
1,1920,1080,0,4.13463,gpu_buffer
1,1920,1080,1,4.12272,gpu_buffer
1,1920,1080,2,4.155,gpu_buffer
1,1920,1080,3,4.12608,gpu_buffer
1,1920,1080,4,6.85636,gpu_buffer
1,1920,1080,5,4.10371,gpu_buffer
1,1920,1080,6,4.10961,gpu_buffer
1,1920,1080,7,4.1173,gpu_buffer
1,1920,1080,8,4.22743,gpu_buffer
1,1920,1080,9,4.13354,gpu_buffer
5,320,180,0,1.27774,gpu_buffer
5,320,180,1,1.24713,gpu_buffer
5,320,180,2,1.27305,gpu_buffer
5,320,180,3,1.22877,gpu_buffer
5,320,180,4,1.1571,gpu_buffer
5,320,180,5,1.19092,gpu_buffer
5,320,180,6,1.48521,gpu_buffer
5,320,180,7,1.29865,gpu_buffer
5,320,180,8,1.39969,gpu_buffer
5,320,180,9,1.4451,gpu_buffer
5,640,360,0,1.99331,gpu_buffer
5,640,360,1,1.94183,gpu_buffer
5,640,360,2,1.94618,gpu_buffer
5,640,360,3,2.02334,gpu_buffer
5,640,360,4,1.98676,gpu_buffer
5,640,360,5,1.94963,gpu_buffer
5,640,360,6,2.02468,gpu_buffer
5,640,360,7,2.2025,gpu_buffer
5,640,360,8,1.81315,gpu_buffer
5,640,360,9,2.07645,gpu_buffer
5,1280,720,0,3.94565,gpu_buffer
5,1280,720,1,3.86948,gpu_buffer
5,1280,720,2,4.11029,gpu_buffer
5,1280,720,3,3.94457,gpu_buffer
5,1280,720,4,3.99202,gpu_buffer
5,1280,720,5,3.95375,gpu_buffer
5,1280,720,6,3.95945,gpu_buffer
5,1280,720,7,4.04687,gpu_buffer
5,1280,720,8,3.81943,gpu_buffer
5,1280,720,9,3.96544,gpu_buffer
5,1920,1080,0,7.44395,gpu_buffer
5,1920,1080,1,7.24687,gpu_buffer
5,1920,1080,2,7.36302,gpu_buffer
5,1920,1080,3,7.30207,gpu_buffer
5,1920,1080,4,7.2928,gpu_buffer
5,1920,1080,5,7.32629,gpu_buffer
5,1920,1080,6,7.30529,gpu_buffer
5,1920,1080,7,7.28562,gpu_buffer
5,1920,1080,8,7.30286,gpu_buffer
5,1920,1080,9,7.26706,gpu_buffer
10,320,180,0,2.52257,gpu_buffer
10,320,180,1,2.63084,gpu_buffer
10,320,180,2,2.70828,gpu_buffer
10,320,180,3,2.37813,gpu_buffer
10,320,180,4,2.56061,gpu_buffer
10,320,180,5,2.79851,gpu_buffer
10,320,180,6,3.31699,gpu_buffer
10,320,180,7,2.85306,gpu_buffer
10,320,180,8,2.40205,gpu_buffer
10,320,180,9,2.49961,gpu_buffer
10,640,360,0,3.9582,gpu_buffer
10,640,360,1,4.50428,gpu_buffer
10,640,360,2,3.89265,gpu_buffer
10,640,360,3,3.88821,gpu_buffer
10,640,360,4,4.33607,gpu_buffer
10,640,360,5,3.89006,gpu_buffer
10,640,360,6,3.9114,gpu_buffer
10,640,360,7,4.41361,gpu_buffer
10,640,360,8,4.19794,gpu_buffer
10,640,360,9,4.09101,gpu_buffer
10,1280,720,0,8.94546,gpu_buffer
10,1280,720,1,8.95402,gpu_buffer
10,1280,720,2,8.88678,gpu_buffer
10,1280,720,3,9.13363,gpu_buffer
10,1280,720,4,8.95412,gpu_buffer
10,1280,720,5,9.44989,gpu_buffer
10,1280,720,6,9.07943,gpu_buffer
10,1280,720,7,8.83667,gpu_buffer
10,1280,720,8,8.96035,gpu_buffer
10,1280,720,9,8.7112,gpu_buffer
10,1920,1080,0,17.0586,gpu_buffer
10,1920,1080,1,16.7996,gpu_buffer
10,1920,1080,2,16.9044,gpu_buffer
10,1920,1080,3,16.7324,gpu_buffer
10,1920,1080,4,16.7544,gpu_buffer
10,1920,1080,5,16.7794,gpu_buffer
10,1920,1080,6,16.8328,gpu_buffer
10,1920,1080,7,16.7625,gpu_buffer
10,1920,1080,8,16.9149,gpu_buffer
10,1920,1080,9,16.7626,gpu_buffer
25,320,180,0,6.14611,gpu_buffer
25,320,180,1,5.78351,gpu_buffer
25,320,180,2,6.51457,gpu_buffer
25,320,180,3,6.58818,gpu_buffer
25,320,180,4,6.08475,gpu_buffer
25,320,180,5,6.01328,gpu_buffer
25,320,180,6,5.39547,gpu_buffer
25,320,180,7,5.32291,gpu_buffer
25,320,180,8,6.16615,gpu_buffer
25,320,180,9,5.50216,gpu_buffer
25,640,360,0,11.7632,gpu_buffer
25,640,360,1,11.3473,gpu_buffer
25,640,360,2,11.6337,gpu_buffer
25,640,360,3,11.0287,gpu_buffer
25,640,360,4,11.79,gpu_buffer
25,640,360,5,10.9323,gpu_buffer
25,640,360,6,11.378,gpu_buffer
25,640,360,7,11.0897,gpu_buffer
25,640,360,8,10.7907,gpu_buffer
25,640,360,9,11.9285,gpu_buffer
25,1280,720,0,26.5021,gpu_buffer
25,1280,720,1,27.0697,gpu_buffer
25,1280,720,2,27.2689,gpu_buffer
25,1280,720,3,26.9108,gpu_buffer
25,1280,720,4,26.835,gpu_buffer
25,1280,720,5,26.351,gpu_buffer
25,1280,720,6,27.0701,gpu_buffer
25,1280,720,7,26.6654,gpu_buffer
25,1280,720,8,26.7459,gpu_buffer
25,1280,720,9,27.2479,gpu_buffer
25,1920,1080,0,49.2176,gpu_buffer
25,1920,1080,1,48.8143,gpu_buffer
25,1920,1080,2,49.0078,gpu_buffer
25,1920,1080,3,48.9183,gpu_buffer
25,1920,1080,4,48.91,gpu_buffer
25,1920,1080,5,49.1513,gpu_buffer
25,1920,1080,6,48.7411,gpu_buffer
25,1920,1080,7,49.0779,gpu_buffer
25,1920,1080,8,48.7661,gpu_buffer
25,1920,1080,9,48.8624,gpu_buffer
50,320,180,0,10.5464,gpu_buffer
50,320,180,1,9.48793,gpu_buffer
50,320,180,2,11.8442,gpu_buffer
50,320,180,3,9.40351,gpu_buffer
50,320,180,4,10.0573,gpu_buffer
50,320,180,5,11.0956,gpu_buffer
50,320,180,6,10.1722,gpu_buffer
50,320,180,7,9.56826,gpu_buffer
50,320,180,8,9.51686,gpu_buffer
50,320,180,9,11.3808,gpu_buffer
50,640,360,0,23.3354,gpu_buffer
50,640,360,1,21.0528,gpu_buffer
50,640,360,2,21.5899,gpu_buffer
50,640,360,3,23.5971,gpu_buffer
50,640,360,4,22.402,gpu_buffer
50,640,360,5,23.4871,gpu_buffer
50,640,360,6,22.2275,gpu_buffer
50,640,360,7,22.0736,gpu_buffer
50,640,360,8,23.309,gpu_buffer
50,640,360,9,22.4423,gpu_buffer
50,1280,720,0,49.2511,gpu_buffer
50,1280,720,1,50.3042,gpu_buffer
50,1280,720,2,50.3307,gpu_buffer
50,1280,720,3,50.9982,gpu_buffer
50,1280,720,4,50.5459,gpu_buffer
50,1280,720,5,50.1427,gpu_buffer
50,1280,720,6,50.1089,gpu_buffer
50,1280,720,7,50.2411,gpu_buffer
50,1280,720,8,50.1335,gpu_buffer
50,1280,720,9,51.1961,gpu_buffer
50,1920,1080,0,89.6496,gpu_buffer
50,1920,1080,1,87.856,gpu_buffer
50,1920,1080,2,78.9477,gpu_buffer
50,1920,1080,3,79.6314,gpu_buffer
50,1920,1080,4,81.1152,gpu_buffer
50,1920,1080,5,80.3905,gpu_buffer
50,1920,1080,6,82.5494,gpu_buffer
50,1920,1080,7,87.8375,gpu_buffer
50,1920,1080,8,80.6087,gpu_buffer
50,1920,1080,9,78.7165,gpu_buffer
100,320,180,0,15.7427,gpu_buffer
100,320,180,1,15.9038,gpu_buffer
100,320,180,2,17.8337,gpu_buffer
100,320,180,3,13.7103,gpu_buffer
100,320,180,4,14.3054,gpu_buffer
100,320,180,5,14.9265,gpu_buffer
100,320,180,6,16.1066,gpu_buffer
100,320,180,7,13.1816,gpu_buffer
100,320,180,8,16.4176,gpu_buffer
100,320,180,9,18.083,gpu_buffer
100,640,360,0,35.2736,gpu_buffer
100,640,360,1,33.584,gpu_buffer
100,640,360,2,33.3542,gpu_buffer
100,640,360,3,34.3854,gpu_buffer
100,640,360,4,35.908,gpu_buffer
100,640,360,5,32.9179,gpu_buffer
100,640,360,6,32.7181,gpu_buffer
100,640,360,7,35.4738,gpu_buffer
100,640,360,8,36.2809,gpu_buffer
100,640,360,9,36.0481,gpu_buffer
100,1280,720,0,80.6843,gpu_buffer
100,1280,720,1,76.6847,gpu_buffer
100,1280,720,2,75.6031,gpu_buffer
100,1280,720,3,74.2468,gpu_buffer
100,1280,720,4,74.008,gpu_buffer
100,1280,720,5,75.6681,gpu_buffer
100,1280,720,6,75.1217,gpu_buffer
100,1280,720,7,73.9401,gpu_buffer
100,1280,720,8,76.3586,gpu_buffer
100,1280,720,9,78.2235,gpu_buffer
100,1920,1080,0,137.065,gpu_buffer
100,1920,1080,1,100.759,gpu_buffer
100,1920,1080,2,100.084,gpu_buffer
100,1920,1080,3,100.168,gpu_buffer
100,1920,1080,4,100.273,gpu_buffer
100,1920,1080,5,100.262,gpu_buffer
100,1920,1080,6,101.859,gpu_buffer
100,1920,1080,7,100.816,gpu_buffer
100,1920,1080,8,100.139,gpu_buffer
100,1920,1080,9,101.143,gpu_buffer
200,320,180,0,23.9954,gpu_buffer
200,320,180,1,24.8367,gpu_buffer
200,320,180,2,24.6712,gpu_buffer
200,320,180,3,24.8545,gpu_buffer
200,320,180,4,25.5058,gpu_buffer
200,320,180,5,25.3979,gpu_buffer
200,320,180,6,25.2988,gpu_buffer
200,320,180,7,24.7045,gpu_buffer
200,320,180,8,24.4903,gpu_buffer
200,320,180,9,34.5718,gpu_buffer
200,640,360,0,85.3284,gpu_buffer
200,640,360,1,80.9582,gpu_buffer
200,640,360,2,77.7644,gpu_buffer
200,640,360,3,76.6055,gpu_buffer
200,640,360,4,74.3239,gpu_buffer
200,640,360,5,76.9884,gpu_buffer
200,640,360,6,73.5569,gpu_buffer
200,640,360,7,72.7753,gpu_buffer
200,640,360,8,76.2947,gpu_buffer
200,640,360,9,71.3197,gpu_buffer
200,1280,720,0,200.828,gpu_buffer
200,1280,720,1,171.455,gpu_buffer
200,1280,720,2,168.025,gpu_buffer
200,1280,720,3,171.37,gpu_buffer
200,1280,720,4,170.988,gpu_buffer
200,1280,720,5,171.236,gpu_buffer
200,1280,720,6,171.232,gpu_buffer
200,1280,720,7,165.516,gpu_buffer
200,1280,720,8,167.007,gpu_buffer
200,1280,720,9,172.545,gpu_buffer
200,1920,1080,0,306.784,gpu_buffer
200,1920,1080,1,307.534,gpu_buffer
200,1920,1080,2,310.961,gpu_buffer
200,1920,1080,3,317.335,gpu_buffer
200,1920,1080,4,310.642,gpu_buffer
200,1920,1080,5,305.42,gpu_buffer
200,1920,1080,6,312.252,gpu_buffer
200,1920,1080,7,312.114,gpu_buffer
200,1920,1080,8,317.289,gpu_buffer
200,1920,1080,9,307.624,gpu_buffer
500,320,180,0,63.3759,gpu_buffer
500,320,180,1,64.7383,gpu_buffer
500,320,180,2,69.5835,gpu_buffer
500,320,180,3,65.0216,gpu_buffer
500,320,180,4,62.213,gpu_buffer
500,320,180,5,66.3561,gpu_buffer
500,320,180,6,75.1314,gpu_buffer
500,320,180,7,74.6284,gpu_buffer
500,320,180,8,75.8526,gpu_buffer
500,320,180,9,70.2874,gpu_buffer
500,640,360,0,156.828,gpu_buffer
500,640,360,1,146.029,gpu_buffer
500,640,360,2,149.648,gpu_buffer
500,640,360,3,149.433,gpu_buffer
500,640,360,4,153.451,gpu_buffer
500,640,360,5,143.79,gpu_buffer
500,640,360,6,151.239,gpu_buffer
500,640,360,7,147.74,gpu_buffer
500,640,360,8,150.614,gpu_buffer
500,640,360,9,144.551,gpu_buffer
500,1280,720,0,382.38,gpu_buffer
500,1280,720,1,391.216,gpu_buffer
500,1280,720,2,389.706,gpu_buffer
500,1280,720,3,396.973,gpu_buffer
500,1280,720,4,395.064,gpu_buffer
500,1280,720,5,401.967,gpu_buffer
500,1280,720,6,388.085,gpu_buffer
500,1280,720,7,387.618,gpu_buffer
500,1280,720,8,395.952,gpu_buffer
500,1280,720,9,400.753,gpu_buffer
500,1920,1080,0,744.897,gpu_buffer
500,1920,1080,1,760.686,gpu_buffer
500,1920,1080,2,745.299,gpu_buffer
500,1920,1080,3,754.691,gpu_buffer
500,1920,1080,4,775.281,gpu_buffer
500,1920,1080,5,766.378,gpu_buffer
500,1920,1080,6,768.19,gpu_buffer
500,1920,1080,7,752.275,gpu_buffer
500,1920,1080,8,790.49,gpu_buffer
500,1920,1080,9,776.997,gpu_buffer
1,320,180,0,2.00516,gpu_buffer_layered
1,320,180,1,1.99664,gpu_buffer_layered
1,320,180,2,1.98328,gpu_buffer_layered
1,320,180,3,2.00739,gpu_buffer_layered
1,320,180,4,1.96432,gpu_buffer_layered
1,320,180,5,1.95507,gpu_buffer_layered
1,320,180,6,1.91394,gpu_buffer_layered
1,320,180,7,1.96021,gpu_buffer_layered
1,320,180,8,1.96094,gpu_buffer_layered
1,320,180,9,1.95295,gpu_buffer_layered
1,640,360,0,6.97849,gpu_buffer_layered
1,640,360,1,8.84746,gpu_buffer_layered
1,640,360,2,8.85954,gpu_buffer_layered
1,640,360,3,8.84868,gpu_buffer_layered
1,640,360,4,8.85009,gpu_buffer_layered
1,640,360,5,8.85824,gpu_buffer_layered
1,640,360,6,8.85991,gpu_buffer_layered
1,640,360,7,8.85396,gpu_buffer_layered
1,640,360,8,8.84518,gpu_buffer_layered
1,640,360,9,8.84134,gpu_buffer_layered
1,1280,720,0,34.4411,gpu_buffer_layered
1,1280,720,1,27.0246,gpu_buffer_layered
1,1280,720,2,26.994,gpu_buffer_layered
1,1280,720,3,27.0197,gpu_buffer_layered
1,1280,720,4,26.9882,gpu_buffer_layered
1,1280,720,5,27.0016,gpu_buffer_layered
1,1280,720,6,27.0238,gpu_buffer_layered
1,1280,720,7,27.1446,gpu_buffer_layered
1,1280,720,8,27.0342,gpu_buffer_layered
1,1280,720,9,27.1197,gpu_buffer_layered
1,1920,1080,0,60.8484,gpu_buffer_layered
1,1920,1080,1,60.5585,gpu_buffer_layered
1,1920,1080,2,60.5122,gpu_buffer_layered
1,1920,1080,3,60.5378,gpu_buffer_layered
1,1920,1080,4,60.4893,gpu_buffer_layered
1,1920,1080,5,60.6548,gpu_buffer_layered
1,1920,1080,6,60.5717,gpu_buffer_layered
1,1920,1080,7,60.5621,gpu_buffer_layered
1,1920,1080,8,60.5718,gpu_buffer_layered
1,1920,1080,9,60.5463,gpu_buffer_layered
5,320,180,0,1.94837,gpu_buffer_layered
5,320,180,1,1.9552,gpu_buffer_layered
5,320,180,2,1.96337,gpu_buffer_layered
5,320,180,3,1.96612,gpu_buffer_layered
5,320,180,4,1.94909,gpu_buffer_layered
5,320,180,5,1.95089,gpu_buffer_layered
5,320,180,6,1.96482,gpu_buffer_layered
5,320,180,7,1.96416,gpu_buffer_layered
5,320,180,8,1.95069,gpu_buffer_layered
5,320,180,9,1.98647,gpu_buffer_layered
5,640,360,0,7.10359,gpu_buffer_layered
5,640,360,1,7.08761,gpu_buffer_layered
5,640,360,2,8.94907,gpu_buffer_layered
5,640,360,3,8.9549,gpu_buffer_layered
5,640,360,4,8.95947,gpu_buffer_layered
5,640,360,5,8.97226,gpu_buffer_layered
5,640,360,6,8.95451,gpu_buffer_layered
5,640,360,7,8.97217,gpu_buffer_layered
5,640,360,8,8.96743,gpu_buffer_layered
5,640,360,9,8.97259,gpu_buffer_layered
5,1280,720,0,34.8651,gpu_buffer_layered
5,1280,720,1,27.4928,gpu_buffer_layered
5,1280,720,2,27.4324,gpu_buffer_layered
5,1280,720,3,27.4999,gpu_buffer_layered
5,1280,720,4,27.5027,gpu_buffer_layered
5,1280,720,5,27.5183,gpu_buffer_layered
5,1280,720,6,27.4855,gpu_buffer_layered
5,1280,720,7,27.566,gpu_buffer_layered
5,1280,720,8,27.5055,gpu_buffer_layered
5,1280,720,9,27.5021,gpu_buffer_layered
5,1920,1080,0,61.7442,gpu_buffer_layered
5,1920,1080,1,61.4114,gpu_buffer_layered
5,1920,1080,2,61.3652,gpu_buffer_layered
5,1920,1080,3,61.5189,gpu_buffer_layered
5,1920,1080,4,61.4032,gpu_buffer_layered
5,1920,1080,5,61.4804,gpu_buffer_layered
5,1920,1080,6,61.4295,gpu_buffer_layered
5,1920,1080,7,61.386,gpu_buffer_layered
5,1920,1080,8,61.4867,gpu_buffer_layered
5,1920,1080,9,61.7165,gpu_buffer_layered
10,320,180,0,2.00082,gpu_buffer_layered
10,320,180,1,2.06466,gpu_buffer_layered
10,320,180,2,2.05685,gpu_buffer_layered
10,320,180,3,2.01434,gpu_buffer_layered
10,320,180,4,2.01829,gpu_buffer_layered
10,320,180,5,2.03035,gpu_buffer_layered
10,320,180,6,2.02022,gpu_buffer_layered
10,320,180,7,2.02518,gpu_buffer_layered
10,320,180,8,2.02871,gpu_buffer_layered
10,320,180,9,2.01865,gpu_buffer_layered
10,640,360,0,7.28814,gpu_buffer_layered
10,640,360,1,7.27359,gpu_buffer_layered
10,640,360,2,9.28278,gpu_buffer_layered
10,640,360,3,9.26932,gpu_buffer_layered
10,640,360,4,9.28878,gpu_buffer_layered
10,640,360,5,9.28045,gpu_buffer_layered
10,640,360,6,9.32107,gpu_buffer_layered
10,640,360,7,9.26357,gpu_buffer_layered
10,640,360,8,9.33669,gpu_buffer_layered
10,640,360,9,9.27579,gpu_buffer_layered
10,1280,720,0,36.1248,gpu_buffer_layered
10,1280,720,1,36.3081,gpu_buffer_layered
10,1280,720,2,30.5595,gpu_buffer_layered
10,1280,720,3,28.317,gpu_buffer_layered
10,1280,720,4,28.3223,gpu_buffer_layered
10,1280,720,5,28.339,gpu_buffer_layered
10,1280,720,6,28.255,gpu_buffer_layered
10,1280,720,7,28.3342,gpu_buffer_layered
10,1280,720,8,28.3785,gpu_buffer_layered
10,1280,720,9,28.2545,gpu_buffer_layered
10,1920,1080,0,63.5946,gpu_buffer_layered
10,1920,1080,1,63.3283,gpu_buffer_layered
10,1920,1080,2,63.3572,gpu_buffer_layered
10,1920,1080,3,63.2433,gpu_buffer_layered
10,1920,1080,4,63.6062,gpu_buffer_layered
10,1920,1080,5,63.3532,gpu_buffer_layered
10,1920,1080,6,63.2952,gpu_buffer_layered
10,1920,1080,7,63.4847,gpu_buffer_layered
10,1920,1080,8,63.9124,gpu_buffer_layered
10,1920,1080,9,63.5515,gpu_buffer_layered
25,320,180,0,2.47951,gpu_buffer_layered
25,320,180,1,2.50074,gpu_buffer_layered
25,320,180,2,2.49469,gpu_buffer_layered
25,320,180,3,2.50526,gpu_buffer_layered
25,320,180,4,2.51137,gpu_buffer_layered
25,320,180,5,2.49885,gpu_buffer_layered
25,320,180,6,2.49584,gpu_buffer_layered
25,320,180,7,2.50052,gpu_buffer_layered
25,320,180,8,2.5011,gpu_buffer_layered
25,320,180,9,2.50486,gpu_buffer_layered
25,640,360,0,8.85196,gpu_buffer_layered
25,640,360,1,8.84093,gpu_buffer_layered
25,640,360,2,8.84212,gpu_buffer_layered
25,640,360,3,11.3901,gpu_buffer_layered
25,640,360,4,11.3637,gpu_buffer_layered
25,640,360,5,11.3768,gpu_buffer_layered
25,640,360,6,11.3471,gpu_buffer_layered
25,640,360,7,11.3634,gpu_buffer_layered
25,640,360,8,11.4609,gpu_buffer_layered
25,640,360,9,11.3701,gpu_buffer_layered
25,1280,720,0,43.7128,gpu_buffer_layered
25,1280,720,1,33.7299,gpu_buffer_layered
25,1280,720,2,33.7615,gpu_buffer_layered
25,1280,720,3,33.7634,gpu_buffer_layered
25,1280,720,4,33.7697,gpu_buffer_layered
25,1280,720,5,33.7024,gpu_buffer_layered
25,1280,720,6,33.7157,gpu_buffer_layered
25,1280,720,7,33.7128,gpu_buffer_layered
25,1280,720,8,33.7038,gpu_buffer_layered
25,1280,720,9,33.7271,gpu_buffer_layered
25,1920,1080,0,76.7932,gpu_buffer_layered
25,1920,1080,1,76.7521,gpu_buffer_layered
25,1920,1080,2,76.4874,gpu_buffer_layered
25,1920,1080,3,76.5401,gpu_buffer_layered
25,1920,1080,4,74.8487,gpu_buffer_layered
25,1920,1080,5,75.7517,gpu_buffer_layered
25,1920,1080,6,75.7143,gpu_buffer_layered
25,1920,1080,7,76.2397,gpu_buffer_layered
25,1920,1080,8,77.0466,gpu_buffer_layered
25,1920,1080,9,76.9269,gpu_buffer_layered
50,320,180,0,2.99469,gpu_buffer_layered
50,320,180,1,2.99201,gpu_buffer_layered
50,320,180,2,2.99128,gpu_buffer_layered
50,320,180,3,3.0036,gpu_buffer_layered
50,320,180,4,2.98177,gpu_buffer_layered
50,320,180,5,3.00113,gpu_buffer_layered
50,320,180,6,2.99443,gpu_buffer_layered
50,320,180,7,2.98509,gpu_buffer_layered
50,320,180,8,2.98691,gpu_buffer_layered
50,320,180,9,2.99887,gpu_buffer_layered
50,640,360,0,10.3244,gpu_buffer_layered
50,640,360,1,10.3325,gpu_buffer_layered
50,640,360,2,10.3575,gpu_buffer_layered
50,640,360,3,13.5478,gpu_buffer_layered
50,640,360,4,13.497,gpu_buffer_layered
50,640,360,5,13.4895,gpu_buffer_layered
50,640,360,6,13.5641,gpu_buffer_layered
50,640,360,7,13.4836,gpu_buffer_layered
50,640,360,8,13.5313,gpu_buffer_layered
50,640,360,9,13.5237,gpu_buffer_layered
50,1280,720,0,51.1867,gpu_buffer_layered
50,1280,720,1,49.1766,gpu_buffer_layered
50,1280,720,2,39.2115,gpu_buffer_layered
50,1280,720,3,39.0702,gpu_buffer_layered
50,1280,720,4,39.0389,gpu_buffer_layered
50,1280,720,5,39.1711,gpu_buffer_layered
50,1280,720,6,39.0321,gpu_buffer_layered
50,1280,720,7,39.2051,gpu_buffer_layered
50,1280,720,8,39.1019,gpu_buffer_layered
50,1280,720,9,39.1028,gpu_buffer_layered
50,1920,1080,0,88.7148,gpu_buffer_layered
50,1920,1080,1,89.0019,gpu_buffer_layered
50,1920,1080,2,89.215,gpu_buffer_layered
50,1920,1080,3,89.4734,gpu_buffer_layered
50,1920,1080,4,88.9386,gpu_buffer_layered
50,1920,1080,5,88.5695,gpu_buffer_layered
50,1920,1080,6,88.3151,gpu_buffer_layered
50,1920,1080,7,90.0759,gpu_buffer_layered
50,1920,1080,8,88.8858,gpu_buffer_layered
50,1920,1080,9,88.1005,gpu_buffer_layered
100,320,180,0,3.77813,gpu_buffer_layered
100,320,180,1,3.79037,gpu_buffer_layered
100,320,180,2,3.78605,gpu_buffer_layered
100,320,180,3,3.77837,gpu_buffer_layered
100,320,180,4,3.78892,gpu_buffer_layered
100,320,180,5,3.75698,gpu_buffer_layered
100,320,180,6,3.77841,gpu_buffer_layered
100,320,180,7,3.72979,gpu_buffer_layered
100,320,180,8,3.74717,gpu_buffer_layered
100,320,180,9,3.72342,gpu_buffer_layered
100,640,360,0,11.9657,gpu_buffer_layered
100,640,360,1,11.9289,gpu_buffer_layered
100,640,360,2,15.7382,gpu_buffer_layered
100,640,360,3,15.72,gpu_buffer_layered
100,640,360,4,15.8191,gpu_buffer_layered
100,640,360,5,15.6777,gpu_buffer_layered
100,640,360,6,15.7377,gpu_buffer_layered
100,640,360,7,15.736,gpu_buffer_layered
100,640,360,8,15.7858,gpu_buffer_layered
100,640,360,9,15.6931,gpu_buffer_layered
100,1280,720,0,57.6402,gpu_buffer_layered
100,1280,720,1,57.6039,gpu_buffer_layered
100,1280,720,2,43.6703,gpu_buffer_layered
100,1280,720,3,44.3498,gpu_buffer_layered
100,1280,720,4,43.843,gpu_buffer_layered
100,1280,720,5,44.0734,gpu_buffer_layered
100,1280,720,6,43.7182,gpu_buffer_layered
100,1280,720,7,43.995,gpu_buffer_layered
100,1280,720,8,43.4716,gpu_buffer_layered
100,1280,720,9,43.567,gpu_buffer_layered
100,1920,1080,0,100.616,gpu_buffer_layered
100,1920,1080,1,99.7733,gpu_buffer_layered
100,1920,1080,2,100.804,gpu_buffer_layered
100,1920,1080,3,99.3082,gpu_buffer_layered
100,1920,1080,4,99.4462,gpu_buffer_layered
100,1920,1080,5,99.0813,gpu_buffer_layered
100,1920,1080,6,100.874,gpu_buffer_layered
100,1920,1080,7,101.238,gpu_buffer_layered
100,1920,1080,8,100.035,gpu_buffer_layered
100,1920,1080,9,100.899,gpu_buffer_layered
200,320,180,0,9.69887,gpu_buffer_layered
200,320,180,1,9.68643,gpu_buffer_layered
200,320,180,2,9.63567,gpu_buffer_layered
200,320,180,3,9.75032,gpu_buffer_layered
200,320,180,4,9.72012,gpu_buffer_layered
200,320,180,5,9.70708,gpu_buffer_layered
200,320,180,6,9.68229,gpu_buffer_layered
200,320,180,7,9.71362,gpu_buffer_layered
200,320,180,8,9.71806,gpu_buffer_layered
200,320,180,9,9.68085,gpu_buffer_layered
200,640,360,0,32.9065,gpu_buffer_layered
200,640,360,1,43.4901,gpu_buffer_layered
200,640,360,2,43.3548,gpu_buffer_layered
200,640,360,3,43.976,gpu_buffer_layered
200,640,360,4,44.3747,gpu_buffer_layered
200,640,360,5,44.4573,gpu_buffer_layered
200,640,360,6,44.2617,gpu_buffer_layered
200,640,360,7,44.3561,gpu_buffer_layered
200,640,360,8,44.3201,gpu_buffer_layered
200,640,360,9,44.4111,gpu_buffer_layered
200,1280,720,0,160.738,gpu_buffer_layered
200,1280,720,1,124.25,gpu_buffer_layered
200,1280,720,2,124.969,gpu_buffer_layered
200,1280,720,3,126.822,gpu_buffer_layered
200,1280,720,4,127.187,gpu_buffer_layered
200,1280,720,5,127.782,gpu_buffer_layered
200,1280,720,6,125.368,gpu_buffer_layered
200,1280,720,7,125.553,gpu_buffer_layered
200,1280,720,8,127.013,gpu_buffer_layered
200,1280,720,9,127.996,gpu_buffer_layered
200,1920,1080,0,283.862,gpu_buffer_layered
200,1920,1080,1,284.078,gpu_buffer_layered
200,1920,1080,2,284.174,gpu_buffer_layered
200,1920,1080,3,293.241,gpu_buffer_layered
200,1920,1080,4,294.965,gpu_buffer_layered
200,1920,1080,5,291.26,gpu_buffer_layered
200,1920,1080,6,294.076,gpu_buffer_layered
200,1920,1080,7,293.377,gpu_buffer_layered
200,1920,1080,8,297.156,gpu_buffer_layered
200,1920,1080,9,295.176,gpu_buffer_layered
500,320,180,0,50.9657,gpu_buffer_layered
500,320,180,1,51.0551,gpu_buffer_layered
500,320,180,2,50.5611,gpu_buffer_layered
500,320,180,3,50.0635,gpu_buffer_layered
500,320,180,4,49.8528,gpu_buffer_layered
500,320,180,5,49.3543,gpu_buffer_layered
500,320,180,6,49.0153,gpu_buffer_layered
500,320,180,7,48.9797,gpu_buffer_layered
500,320,180,8,51.9701,gpu_buffer_layered
500,320,180,9,63.3072,gpu_buffer_layered
500,640,360,0,202.46,gpu_buffer_layered
500,640,360,1,166.428,gpu_buffer_layered
500,640,360,2,166.516,gpu_buffer_layered
500,640,360,3,166.235,gpu_buffer_layered
500,640,360,4,166.273,gpu_buffer_layered
500,640,360,5,167.641,gpu_buffer_layered
500,640,360,6,173.135,gpu_buffer_layered
